word_id,left_context,n_human_respondents,n_human_unique_answers,human_accuracy,match_at_1,weighted_match_at_1,match_at_5,weighted_match_at_5,match_at_10,weighted_match_at_10,match_at_20,weighted_match_at_20,match_at_50,weighted_match_at_50,match_at_100,weighted_match_at_100,match_at_200,weighted_match_at_200,match_at_500,weighted_match_at_500,match_at_1000,weighted_match_at_1000
сечь,"Собаку, виновницу случившегося, приказали",15,11,0.0,0.09090909090909091,0.2,0.09090909090909091,0.2,0.09090909090909091,0.2,0.09090909090909091,0.2,0.09090909090909091,0.2,0.09090909090909091,0.2,0.09090909090909091,0.2,0.09090909090909091,0.2,0.09090909090909091,0.2
ярых,"Покуда я нахожусь у власти, я буду предметом",53,23,0.018867924528301886,0.0,0.0,0.17391304347826086,0.169811320754717,0.2608695652173913,0.41509433962264153,0.2608695652173913,0.41509433962264153,0.2608695652173913,0.41509433962264153,0.2608695652173913,0.41509433962264153,0.2608695652173913,0.41509433962264153,0.2608695652173913,0.41509433962264153,0.2608695652173913,0.41509433962264153
талый,"Олень бродил среди берёз, жевал",15,7,0.0,0.14285714285714285,0.26666666666666666,0.5714285714285714,0.6,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.7333333333333334
росли,Телята быстро,18,14,0.2777777777777778,0.0,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.1111111111111111,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.16666666666666666
вол,Что может сделать самый сильный,111,21,0.0,0.047619047619047616,0.7117117117117117,0.19047619047619047,0.7747747747747747,0.19047619047619047,0.7747747747747747,0.19047619047619047,0.7747747747747747,0.19047619047619047,0.7747747747747747,0.19047619047619047,0.7747747747747747,0.19047619047619047,0.7747747747747747,0.19047619047619047,0.7747747747747747,0.19047619047619047,0.7747747747747747
напряжение,"Твоё тело расслабляется, и исчезает",15,7,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.2857142857142857,0.26666666666666666,0.42857142857142855,0.4,0.42857142857142855,0.4,0.42857142857142855,0.4,0.42857142857142855,0.4,0.42857142857142855,0.4,0.42857142857142855,0.4
едкой,С нескрываемой,14,6,0.0,0.16666666666666666,0.5,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428
жить,Он признаёт право каждого,21,5,0.0,0.2,0.2857142857142857,0.6,0.9047619047619047,0.6,0.9047619047619047,0.6,0.9047619047619047,0.6,0.9047619047619047,0.6,0.9047619047619047,0.6,0.9047619047619047,0.6,0.9047619047619047,0.6,0.9047619047619047
иной,У нас в Волгограде многие придерживаются,67,27,0.0,0.037037037037037035,0.26865671641791045,0.1111111111111111,0.3582089552238806,0.18518518518518517,0.38805970149253727,0.18518518518518517,0.38805970149253727,0.18518518518518517,0.38805970149253727,0.18518518518518517,0.38805970149253727,0.18518518518518517,0.38805970149253727,0.18518518518518517,0.38805970149253727,0.18518518518518517,0.38805970149253727
тонким,Чтобы придать объем,18,10,0.0,0.1,0.05555555555555555,0.3,0.5555555555555556,0.3,0.5555555555555556,0.3,0.5555555555555556,0.3,0.5555555555555556,0.3,0.5555555555555556,0.3,0.5555555555555556,0.3,0.5555555555555556,0.3,0.5555555555555556
углу,В каждом,65,16,0.0,0.0625,0.18461538461538463,0.125,0.2153846153846154,0.125,0.2153846153846154,0.125,0.2153846153846154,0.125,0.2153846153846154,0.125,0.2153846153846154,0.125,0.2153846153846154,0.125,0.2153846153846154,0.125,0.2153846153846154
сгущенки,Когда мне хотелось,24,19,0.0,0.0,0.0,0.15789473684210525,0.125,0.15789473684210525,0.125,0.15789473684210525,0.125,0.15789473684210525,0.125,0.15789473684210525,0.125,0.15789473684210525,0.125,0.15789473684210525,0.125,0.15789473684210525,0.125
одинаковые,Педагог предъявляет,15,8,0.0,0.125,0.3333333333333333,0.125,0.3333333333333333,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667
бездетным,Ее сын Гриша умер,18,7,0.0,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.7222222222222222,0.2857142857142857,0.7222222222222222,0.2857142857142857,0.7222222222222222,0.2857142857142857,0.7222222222222222,0.2857142857142857,0.7222222222222222,0.2857142857142857,0.7222222222222222,0.2857142857142857,0.7222222222222222,0.2857142857142857,0.7222222222222222
пластмассы,Ненужный коврик из твёрдой,13,7,0.07692307692307693,0.14285714285714285,0.38461538461538464,0.2857142857142857,0.6153846153846154,0.2857142857142857,0.6153846153846154,0.2857142857142857,0.6153846153846154,0.2857142857142857,0.6153846153846154,0.2857142857142857,0.6153846153846154,0.2857142857142857,0.6153846153846154,0.2857142857142857,0.6153846153846154,0.2857142857142857,0.6153846153846154
который,"Мне нравится сын коллеги,",87,18,0.3103448275862069,0.05555555555555555,0.16091954022988506,0.2777777777777778,0.6896551724137931,0.2777777777777778,0.6896551724137931,0.2777777777777778,0.6896551724137931,0.2777777777777778,0.6896551724137931,0.2777777777777778,0.6896551724137931,0.2777777777777778,0.6896551724137931,0.2777777777777778,0.6896551724137931,0.2777777777777778,0.6896551724137931
спокойный,"Зачем ему звонить, если откликается",17,11,0.0,0.09090909090909091,0.17647058823529413,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.4117647058823529
розетки,На вторичном рынке жилья,78,44,0.0,0.022727272727272728,0.01282051282051282,0.09090909090909091,0.3076923076923077,0.09090909090909091,0.3076923076923077,0.09090909090909091,0.3076923076923077,0.09090909090909091,0.3076923076923077,0.09090909090909091,0.3076923076923077,0.09090909090909091,0.3076923076923077,0.09090909090909091,0.3076923076923077,0.09090909090909091,0.3076923076923077
баранины,В котёл бросают куски,20,5,0.0,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8
сук,В темноте Иван задел острый,79,11,0.012658227848101266,0.09090909090909091,0.06329113924050633,0.45454545454545453,0.8734177215189873,0.45454545454545453,0.8734177215189873,0.45454545454545453,0.8734177215189873,0.45454545454545453,0.8734177215189873,0.45454545454545453,0.8734177215189873,0.45454545454545453,0.8734177215189873,0.45454545454545453,0.8734177215189873,0.45454545454545453,0.8734177215189873
злило,Я знал: их особенно,16,12,0.0,0.08333333333333333,0.1875,0.25,0.375,0.25,0.375,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5
неявное,В речи учёного прозвучало,106,47,0.0,0.02127659574468085,0.11320754716981132,0.0851063829787234,0.169811320754717,0.0851063829787234,0.169811320754717,0.0851063829787234,0.169811320754717,0.0851063829787234,0.169811320754717,0.0851063829787234,0.169811320754717,0.0851063829787234,0.169811320754717,0.0851063829787234,0.169811320754717,0.0851063829787234,0.169811320754717
реки,"Город, раскинувшийся вдоль",64,13,0.640625,0.07692307692307693,0.640625,0.38461538461538464,0.84375,0.38461538461538464,0.84375,0.38461538461538464,0.84375,0.38461538461538464,0.84375,0.38461538461538464,0.84375,0.38461538461538464,0.84375,0.38461538461538464,0.84375,0.38461538461538464,0.84375
семья,"Взяв с собой фотоаппарат, вся",18,9,0.1111111111111111,0.0,0.0,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.49999999999999994
спать,Он стал плохо,18,12,0.05555555555555555,0.08333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5
несчастные,"Они не ели целый день,",15,4,0.0,0.25,0.4666666666666667,0.5,0.5333333333333333,0.75,0.8,0.75,0.8,0.75,0.8,0.75,0.8,0.75,0.8,0.75,0.8,0.75,0.8
бампера,Ему удалось вскрыть банку об острый край,16,7,0.0,0.14285714285714285,0.625,0.14285714285714285,0.625,0.14285714285714285,0.625,0.14285714285714285,0.625,0.14285714285714285,0.625,0.14285714285714285,0.625,0.14285714285714285,0.625,0.14285714285714285,0.625,0.14285714285714285,0.625
полный,"У тебя впереди замечательный день,",18,12,0.0,0.08333333333333333,0.2777777777777778,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444
вить,Дрозды и сковрцы начали,15,9,0.3333333333333333,0.1111111111111111,0.13333333333333333,0.2222222222222222,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2,0.2222222222222222,0.2
рыбу,"Наживка, на которую он ловил",64,10,0.8125,0.1,0.8125,0.1,0.8125,0.1,0.8125,0.1,0.8125,0.1,0.8125,0.1,0.8125,0.1,0.8125,0.1,0.8125,0.1,0.8125
отдельная,Ирине досталась,16,14,0.0,0.07142857142857142,0.0625,0.14285714285714285,0.125,0.14285714285714285,0.125,0.14285714285714285,0.125,0.14285714285714285,0.125,0.14285714285714285,0.125,0.14285714285714285,0.125,0.14285714285714285,0.125,0.14285714285714285,0.125
сытные,"Приготовь себе диетические овощные блюда,",15,9,0.0,0.0,0.0,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6
новой,Тема эта в то время была,20,12,0.0,0.08333333333333333,0.25,0.16666666666666666,0.3,0.3333333333333333,0.55,0.3333333333333333,0.55,0.3333333333333333,0.55,0.3333333333333333,0.55,0.3333333333333333,0.55,0.3333333333333333,0.55,0.3333333333333333,0.55
фарш,"Она успевала убраться, разморозить",18,8,0.0,0.125,0.05555555555555555,0.625,0.8333333333333335,0.625,0.8333333333333335,0.625,0.8333333333333335,0.625,0.8333333333333335,0.625,0.8333333333333335,0.625,0.8333333333333335,0.625,0.8333333333333335,0.625,0.8333333333333335
ноев,"Существует легенда, что",58,42,0.0,0.023809523809523808,0.08620689655172414,0.09523809523809523,0.1724137931034483,0.11904761904761904,0.25862068965517243,0.11904761904761904,0.25862068965517243,0.11904761904761904,0.25862068965517243,0.11904761904761904,0.25862068965517243,0.11904761904761904,0.25862068965517243,0.11904761904761904,0.25862068965517243,0.11904761904761904,0.25862068965517243
крен,Наше правительство сделало,51,26,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
журчание,Вспоминая,24,15,0.0,0.06666666666666667,0.125,0.06666666666666667,0.125,0.06666666666666667,0.125,0.06666666666666667,0.125,0.06666666666666667,0.125,0.06666666666666667,0.125,0.06666666666666667,0.125,0.06666666666666667,0.125,0.06666666666666667,0.125
есть,Однако здесь,20,14,0.15,0.07142857142857142,0.15,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2
нюх,У директора школы был тонкий,94,24,0.031914893617021274,0.0,0.0,0.16666666666666666,0.3617021276595745,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149
лопоухая,Старуха была страшной --,66,36,0.0,0.027777777777777776,0.015151515151515152,0.08333333333333333,0.06060606060606061,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.09090909090909091
молоко,"Мама брала меня с собой, и мы, сдав",19,14,0.0,0.0,0.0,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525
подвинул,"Журналист взял карандаш,",16,10,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25
заявление,На Ольгу Васильевну было написано,15,9,0.3333333333333333,0.1111111111111111,0.06666666666666667,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6
прибыльных,Торговля продуктами питания является одной из самых,13,7,0.3076923076923077,0.14285714285714285,0.07692307692307693,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923
союзу,Количество денег в обороте выросло благодаря,22,18,0.0,0.0,0.0,0.05555555555555555,0.09090909090909091,0.1111111111111111,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.1111111111111111,0.13636363636363635
штатив,Мы установили камеру на новый,147,47,0.07482993197278912,0.02127659574468085,0.027210884353741496,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784
омоет,"Я сказал, что русский солдат",15,8,0.0,0.125,0.3333333333333333,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667,0.25,0.4666666666666667
противник,"Товарищ генерал,",16,6,0.0,0.0,0.0,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625
уйма,За два года накопилась,19,11,0.0,0.09090909090909091,0.05263157894736842,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789
заварил,"Он вскрыл пачку сухарей,",19,12,0.0,0.08333333333333333,0.10526315789473684,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.15789473684210525,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367
фен,"Что используют для этой прически,",120,46,0.0,0.021739130434782608,0.025,0.06521739130434782,0.2333333333333333,0.08695652173913043,0.2583333333333333,0.08695652173913043,0.2583333333333333,0.08695652173913043,0.2583333333333333,0.08695652173913043,0.2583333333333333,0.08695652173913043,0.2583333333333333,0.08695652173913043,0.2583333333333333,0.08695652173913043,0.2583333333333333
собака,От смерти его спасла,49,30,0.08163265306122448,0.03333333333333333,0.02040816326530612,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366
хмурила,Она с досадой,75,32,0.0,0.03125,0.30666666666666664,0.15625,0.4933333333333333,0.15625,0.4933333333333333,0.15625,0.4933333333333333,0.15625,0.4933333333333333,0.15625,0.4933333333333333,0.15625,0.4933333333333333,0.15625,0.4933333333333333,0.15625,0.4933333333333333
