left_context,target_word,lemma,probability
За министром труда тянется целый,шлейф,полк,0.125
За министром труда тянется целый,шлейф,ряд,0.375
За министром труда тянется целый,шлейф,состав,0.0625
За министром труда тянется целый,шлейф,шлейф,0.25
А промывать манную,крупу,каша,0.625
А промывать манную,крупу,крупа,0.3125
А промывать манную,крупу,подобный,0.0625
Если я еще увижу здесь хоть,соринку,бы,0.011363636363636364
Если я еще увижу здесь хоть,соринку,капелька,0.011363636363636364
Если я еще увижу здесь хоть,соринку,капля,0.022727272727272728
Если я еще увижу здесь хоть,соринку,кто-то,0.011363636363636364
Если я еще увижу здесь хоть,соринку,не,0.011363636363636364
Если я еще увижу здесь хоть,соринку,немного,0.022727272727272728
Если я еще увижу здесь хоть,соринку,один,0.7386363636363636
Если я еще увижу здесь хоть,соринку,раз,0.125
Если я еще увижу здесь хоть,соринку,соринка,0.011363636363636364
Если я еще увижу здесь хоть,соринку,что-то,0.03409090909090909
На болотах оставался ещё,лед,в,0.007692307692307693
На болотах оставался ещё,лед,весенний,0.007692307692307693
На болотах оставался ещё,лед,все,0.007692307692307693
На болотах оставался ещё,лед,высокий,0.007692307692307693
На болотах оставался ещё,лед,густой,0.015384615384615385
На болотах оставался ещё,лед,день,0.015384615384615385
На болотах оставался ещё,лед,долго,0.015384615384615385
На болотах оставался ещё,лед,дым,0.007692307692307693
На болотах оставался ещё,лед,едва,0.007692307692307693
На болотах оставался ещё,лед,еле,0.007692307692307693
На болотах оставался ещё,лед,еще,0.007692307692307693
На болотах оставался ещё,лед,живой,0.007692307692307693
На болотах оставался ещё,лед,запах,0.03076923076923077
На болотах оставался ещё,лед,и,0.015384615384615385
На болотах оставался ещё,лед,какой-то,0.007692307692307693
На болотах оставался ещё,лед,легкий,0.03076923076923077
На болотах оставался ещё,лед,лежать,0.015384615384615385
На болотах оставался ещё,лед,липкий,0.007692307692307693
На болотах оставался ещё,лед,лишь,0.007692307692307693
На болотах оставался ещё,лед,мох,0.015384615384615385
На болотах оставался ещё,лед,не,0.038461538461538464
На болотах оставался ещё,лед,небольшой,0.015384615384615385
На болотах оставался ещё,лед,невредимый,0.007692307692307693
На болотах оставался ещё,лед,недоделать,0.007692307692307693
На болотах оставался ещё,лед,неизвестный,0.007692307692307693
На болотах оставался ещё,лед,некоторый,0.007692307692307693
На болотах оставался ещё,лед,нерастаять,0.007692307692307693
На болотах оставался ещё,лед,несколько,0.007692307692307693
На болотах оставался ещё,лед,нетронутый,0.007692307692307693
На болотах оставался ещё,лед,один,0.2692307692307692
На болотах оставался ещё,лед,охотник,0.007692307692307693
На болотах оставался ещё,лед,пока,0.007692307692307693
На болотах оставался ещё,лед,покрыть,0.007692307692307693
На болотах оставался ещё,лед,признак,0.007692307692307693
На болотах оставался ещё,лед,свежий,0.015384615384615385
На болотах оставался ещё,лед,серый,0.007692307692307693
На болотах оставался ещё,лед,след,0.03076923076923077
На болотах оставался ещё,лед,снег,0.046153846153846156
На болотах оставался ещё,лед,странный,0.007692307692307693
На болотах оставался ещё,лед,сухоста,0.007692307692307693
На болотах оставался ещё,лед,сырой,0.007692307692307693
На болотах оставался ещё,лед,талый,0.007692307692307693
На болотах оставался ещё,лед,теплый,0.007692307692307693
На болотах оставался ещё,лед,тихий,0.007692307692307693
На болотах оставался ещё,лед,тоннель,0.007692307692307693
На болотах оставался ещё,лед,тот,0.015384615384615385
На болотах оставался ещё,лед,трава,0.007692307692307693
На болотах оставался ещё,лед,туман,0.12307692307692308
На болотах оставался ещё,лед,урожай,0.015384615384615385
На болотах оставался ещё,лед,утренний,0.007692307692307693
На болотах оставался ещё,лед,холодный,0.007692307692307693
На болотах оставался ещё,лед,целый,0.007692307692307693
На болотах оставался ещё,лед,человек,0.007692307692307693
"Сделав мне знак помолчать, он приложил",ухо,все,0.043010752688172046
"Сделав мне знак помолчать, он приложил",ухо,голова,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,дело,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,к,0.053763440860215055
"Сделав мне знак помолчать, он приложил",ухо,ключ,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,ладонь,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,лед,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,мой,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,палец,0.45161290322580644
"Сделав мне знак помолчать, он приложил",ухо,приложить,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,рука,0.20430107526881722
"Сделав мне знак помолчать, он приложил",ухо,свой,0.010752688172043012
"Сделав мне знак помолчать, он приложил",ухо,уйти,0.021505376344086023
"Сделав мне знак помолчать, он приложил",ухо,усилие,0.053763440860215055
"Сделав мне знак помолчать, он приложил",ухо,ухо,0.08602150537634409
Ваня раскрыл было,рот,было,0.009174311926605505
Ваня раскрыл было,рот,в,0.009174311926605505
Ваня раскрыл было,рот,весь,0.009174311926605505
Ваня раскрыл было,рот,глаз,0.01834862385321101
Ваня раскрыл было,рот,дверь,0.045871559633027525
Ваня раскрыл было,рот,дело,0.03669724770642202
Ваня раскрыл было,рот,для,0.009174311926605505
Ваня раскрыл было,рот,журнал,0.01834862385321101
Ваня раскрыл было,рот,замок,0.009174311926605505
Ваня раскрыл было,рот,и,0.009174311926605505
Ваня раскрыл было,рот,карта,0.009174311926605505
Ваня раскрыл было,рот,книга,0.30275229357798167
Ваня раскрыл было,рот,конверт,0.01834862385321101
Ваня раскрыл было,рот,коробка,0.027522935779816515
Ваня раскрыл было,рот,ладонь,0.009174311926605505
Ваня раскрыл было,рот,мешок,0.009174311926605505
Ваня раскрыл было,рот,окно,0.027522935779816515
Ваня раскрыл было,рот,пакет,0.01834862385321101
Ваня раскрыл было,рот,пальто,0.009174311926605505
Ваня раскрыл было,рот,пачка,0.009174311926605505
Ваня раскрыл было,рот,подарок,0.009174311926605505
Ваня раскрыл было,рот,подобный,0.009174311926605505
Ваня раскрыл было,рот,преступление,0.009174311926605505
Ваня раскрыл было,рот,ра,0.009174311926605505
Ваня раскрыл было,рот,рот,0.22935779816513763
Ваня раскрыл было,рот,свой,0.009174311926605505
Ваня раскрыл было,рот,секрет,0.01834862385321101
Ваня раскрыл было,рот,ставень,0.009174311926605505
Ваня раскрыл было,рот,тайна,0.027522935779816515
Ваня раскрыл было,рот,тетрадь,0.03669724770642202
Ваня раскрыл было,рот,что,0.009174311926605505
Ваня раскрыл было,рот,это,0.009174311926605505
Но четыре года я не мог себя,заставить,заставить,0.26666666666666666
Но четыре года я не мог себя,заставить,остановить,0.06666666666666667
Но четыре года я не мог себя,заставить,понять,0.13333333333333333
Но четыре года я не мог себя,заставить,преодолеть,0.06666666666666667
Но четыре года я не мог себя,заставить,простить,0.13333333333333333
Но четыре года я не мог себя,заставить,сдерживать,0.06666666666666667
Но четыре года я не мог себя,заставить,содержать,0.06666666666666667
Но четыре года я не мог себя,заставить,убедить,0.06666666666666667
Но четыре года я не мог себя,заставить,уговорить,0.06666666666666667
Но четыре года я не мог себя,заставить,успокоить,0.06666666666666667
Возможности этих перемен будут обсуждаться в Париже,летом,а,0.047619047619047616
Возможности этих перемен будут обсуждаться в Париже,летом,в,0.09523809523809523
Возможности этих перемен будут обсуждаться в Париже,летом,завтра,0.047619047619047616
Возможности этих перемен будут обсуждаться в Париже,летом,иначе,0.047619047619047616
Возможности этих перемен будут обсуждаться в Париже,летом,к,0.047619047619047616
Возможности этих перемен будут обсуждаться в Париже,летом,на,0.5714285714285714
Возможности этих перемен будут обсуждаться в Париже,летом,осень,0.047619047619047616
Возможности этих перемен будут обсуждаться в Париже,летом,человек,0.047619047619047616
Возможности этих перемен будут обсуждаться в Париже,летом,этот,0.047619047619047616
Отвернув цветастое,покрывало,а,0.058823529411764705
Отвернув цветастое,покрывало,одеяло,0.11764705882352941
Отвернув цветастое,покрывало,пальто,0.058823529411764705
Отвернув цветастое,покрывало,платье,0.35294117647058826
Отвернув цветастое,покрывало,по,0.058823529411764705
Отвернув цветастое,покрывало,покрывать,0.29411764705882354
Отвернув цветастое,покрывало,полотно,0.058823529411764705
"Я люблю салат из картошки с зеленью, заправленный",пахучим,NOT_FOUND,0.011235955056179775
"Я люблю салат из картошки с зеленью, заправленный",пахучим,майонез,0.4157303370786517
"Я люблю салат из картошки с зеленью, заправленный",пахучим,масло,0.20224719101123595
"Я люблю салат из картошки с зеленью, заправленный",пахучим,оливковый,0.02247191011235955
"Я люблю салат из картошки с зеленью, заправленный",пахучим,подсолнечный,0.0898876404494382
"Я люблю салат из картошки с зеленью, заправленный",пахучим,постный,0.011235955056179775
"Я люблю салат из картошки с зеленью, заправленный",пахучим,растительный,0.0449438202247191
"Я люблю салат из картошки с зеленью, заправленный",пахучим,свежий,0.011235955056179775
"Я люблю салат из картошки с зеленью, заправленный",пахучим,сметана,0.19101123595505617
Убедительно просим вас разборчиво заполнять,купон,анкета,0.25
Убедительно просим вас разборчиво заполнять,купон,бланк,0.4375
Убедительно просим вас разборчиво заполнять,купон,все,0.0625
Убедительно просим вас разборчиво заполнять,купон,документ,0.0625
Убедительно просим вас разборчиво заполнять,купон,квитанция,0.0625
Убедительно просим вас разборчиво заполнять,купон,тонна,0.0625
Убедительно просим вас разборчиво заполнять,купон,форма,0.0625
"Собаку, виновницу случившегося, приказали",сечь,выгнать,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,запереть,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,не,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,отвезти,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,пристрелить,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,прогнать,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,расстрелять,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,сторожить,0.06666666666666667
"Собаку, виновницу случившегося, приказали",сечь,убить,0.2
"Собаку, виновницу случившегося, приказали",сечь,усыпить,0.2
"Собаку, виновницу случившегося, приказали",сечь,утопить,0.06666666666666667
"Покуда я нахожусь у власти, я буду предметом",ярых,в,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,всеобщий,0.1320754716981132
"Покуда я нахожусь у власти, я буду предметом",ярых,гордость,0.03773584905660377
"Покуда я нахожусь у власти, я буду предметом",ярых,для,0.03773584905660377
"Покуда я нахожусь у власти, я буду предметом",ярых,зависть,0.05660377358490566
"Покуда я нахожусь у власти, я буду предметом",ярых,искусство,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,клевета,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,критика,0.09433962264150944
"Покуда я нахожусь у власти, я буду предметом",ярых,манипуляция,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,нападки,0.03773584905660377
"Покуда я нахожусь у власти, я буду предметом",ярых,насмешка,0.03773584905660377
"Покуда я нахожусь у власти, я буду предметом",ярых,обожание,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,обсуждение,0.24528301886792453
"Покуда я нахожусь у власти, я буду предметом",ярых,подражание,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,поклонение,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,постоянный,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,пристальный,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,сплетна,0.09433962264150944
"Покуда я нахожусь у власти, я буду предметом",ярых,уважение,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,честь,0.018867924528301886
"Покуда я нахожусь у власти, я буду предметом",ярых,ярый,0.018867924528301886
"Олень бродил среди берёз, жевал",талый,кора,0.2
"Олень бродил среди берёз, жевал",талый,лист,0.06666666666666667
"Олень бродил среди берёз, жевал",талый,листва,0.06666666666666667
"Олень бродил среди берёз, жевал",талый,мох,0.2
"Олень бродил среди берёз, жевал",талый,сухой,0.06666666666666667
"Олень бродил среди берёз, жевал",талый,трава,0.26666666666666666
"Олень бродил среди берёз, жевал",талый,травка,0.13333333333333333
Телята быстро,росли,бегать,0.05555555555555555
Телята быстро,росли,взрослеть,0.05555555555555555
Телята быстро,росли,встать,0.05555555555555555
Телята быстро,росли,вырасти,0.05555555555555555
Телята быстро,росли,есть,0.05555555555555555
Телята быстро,росли,метр,0.05555555555555555
Телята быстро,росли,подрасти,0.05555555555555555
Телята быстро,росли,пойти,0.05555555555555555
Телята быстро,росли,привыкнуть,0.05555555555555555
Телята быстро,росли,расти,0.2777777777777778
Телята быстро,росли,стать,0.05555555555555555
Телята быстро,росли,убежать,0.05555555555555555
Телята быстро,росли,учиться,0.05555555555555555
Телята быстро,росли,щебня,0.05555555555555555
Что может сделать самый сильный,вол,а,0.009009009009009009
Что может сделать самый сильный,вол,аппарат,0.009009009009009009
Что может сделать самый сильный,вол,атлет,0.009009009009009009
Что может сделать самый сильный,вол,в,0.018018018018018018
Что может сделать самый сильный,вол,ветер,0.036036036036036036
Что может сделать самый сильный,вол,двигатель,0.018018018018018018
Что может сделать самый сильный,вол,жить,0.009009009009009009
Что может сделать самый сильный,вол,зверь,0.009009009009009009
Что может сделать самый сильный,вол,и,0.036036036036036036
Что может сделать самый сильный,вол,из,0.009009009009009009
Что может сделать самый сильный,вол,лев,0.009009009009009009
Что может сделать самый сильный,вол,медведь,0.009009009009009009
Что может сделать самый сильный,вол,мужчина,0.018018018018018018
Что может сделать самый сильный,вол,на,0.009009009009009009
Что может сделать самый сильный,вол,препарат,0.009009009009009009
Что может сделать самый сильный,вол,растворитель,0.009009009009009009
Что может сделать самый сильный,вол,робот,0.009009009009009009
Что может сделать самый сильный,вол,сильный,0.009009009009009009
Что может сделать самый сильный,вол,слон,0.02702702702702703
Что может сделать самый сильный,вол,спортсмен,0.018018018018018018
Что может сделать самый сильный,вол,человек,0.7117117117117117
"Твоё тело расслабляется, и исчезает",напряжение,боль,0.13333333333333333
"Твоё тело расслабляется, и исчезает",напряжение,в,0.13333333333333333
"Твоё тело расслабляется, и исчезает",напряжение,зажим,0.06666666666666667
"Твоё тело расслабляется, и исчезает",напряжение,напряжение,0.2
"Твоё тело расслабляется, и исчезает",напряжение,напряженность,0.13333333333333333
"Твоё тело расслабляется, и исчезает",напряжение,тяжесть,0.06666666666666667
"Твоё тело расслабляется, и исчезает",напряжение,усталость,0.26666666666666666
С нескрываемой,едкой,досада,0.07142857142857142
С нескрываемой,едкой,зависть,0.14285714285714285
С нескрываемой,едкой,злоба,0.14285714285714285
С нескрываемой,едкой,злость,0.07142857142857142
С нескрываемой,едкой,нежность,0.07142857142857142
С нескрываемой,едкой,радость,0.5
Он признаёт право каждого,жить,апр,0.047619047619047616
Он признаёт право каждого,жить,из,0.047619047619047616
Он признаёт право каждого,жить,к,0.047619047619047616
Он признаёт право каждого,жить,на,0.2857142857142857
Он признаёт право каждого,жить,человек,0.5714285714285714
У нас в Волгограде многие придерживаются,иной,вера,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,взгляд,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,знание,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,идея,0.029850746268656716
