left_context,target_word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOT_FOUND,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,VERB
С нескрываемой,едкой,0.0004442762794205037,0.0,1.2968690368856254e-07,0,0.02359364196944,0.0,0.0,0,0.6831914935692789,0.0,0.0,0.0,0.0,0,0.0,5.69001848542448e-06
Однако здесь,есть,0.0810047108979964,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0337677873884124,0.0,0,0.0,0.2609284105940916
"Тому, кто",желает,0.0,0.0397017468955239,0.0005018986168068,0,0.0,0.0,0.0,0,0.0,0.0,0.1022779912846804,0.0,0.0,0,0.0,0.0740932758067603
В качестве примера приводится,жирность,0.06956580003519039,0.0,1.8402979031720704e-06,0,0.0,0.0,0.0,0,0.09092340935399329,0.0180834476244262,0.0,0.0,0.0,0,0.0,0.0
Он признаёт право каждого,жить,0.0,0.4000931517095682,0.0,0,0.0,0.0,0.0,0,0.2818826473995592,0.0,0.0,0.0,0.0,0,0.0,0.0413069044017545
Вспоминая,журчание,0.0,0.034692796028685,0.0,0,0.0,0.0476879735235944,0.1761845768079167,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Он вскрыл пачку сухарей,",заварил,1.8056075337240171e-06,0.0,0.0,0,0.1628004057742452,0.0,0.0,0,6.353825541614587e-07,0.0,0.0,0.0249181353253928,0.0,0,0.0,0.12469522310779663
Но четыре года я не мог себя,заставить,2.8459821487617694e-07,0.0303145102627293,0.0,0,0.0,0.0,0.0,0,1.530246062421893e-10,0.0,0.0,0.0,0.0,0,0.0,0.5963084278230604
На Ольгу Васильевну было написано,заявление,0.0,0.0,0.1514731009359858,0,0.0,0.0,0.0,0,0.0631433827831416,0.0918730798394218,0.0,0.0,0.0,0,0.0,0.0
Я знал: их особенно,злило,0.0271069536293045,0.0,0.12281368124915351,0,0.0,0.0,0.0,0,1.9618679881167594e-06,0.0,0.2571835847045876,0.0,0.0,0,0.0,0.09586591964888691
Очень тогда,злые,0.0002333039783428416,0.0,0.001621100815276222,0,0.0020463415382137,0.0,0.002782537479605107,0,0.0002185953411698866,0.0,0.047206592784554,0.03210413691580182,1.1897973086233855e-06,0,0.0,0.037130010106271504
Создать настоящие шедевры вам помогут,зоркий,0.11094055772704996,0.0,0.0,0,0.0,0.0711624028912783,0.0,0,2.6274613465273055e-08,0.0,0.0332180573303082,0.0,0.0,0,0.0,1.0408505936548445e-09
Наши власти позволяют себе,излишества,0.020986903981419877,0.0215828564812831,0.0403220843709971,0,0.0,0.0456909075294254,0.0,0,0.00553120552622861,0.0,0.0586682865793115,0.0,0.0,0,0.0,0.04566640930726589
У нас в Волгограде многие придерживаются,иной,0.0138263389036129,0.0,8.102896392075762e-05,0,0.0,0.1029854501565978,0.0,0,0.3904321715520742,0.0,0.0231096350715747,0.0,0.0,0,0.0,0.0
Ей никак не суметь,испечь,7.560075256965234e-05,0.0,0.0031999995121699295,0,0.0046707073549875,4.1749962811279464e-05,0.007429472397213804,0,0.0008664988022917037,0.0,0.0170913148936991,0.005141455589324561,5.924331382427818e-05,0,0.0002721207230886,0.020538814058236998
Во избежание ожогов надо нанести на лицо небольшое,количество,1.428002911277626e-05,7.929337732286607e-05,5.024462356663331e-08,0,9.501335599590896e-05,2.124193366776044e-10,0.0,0,0.9968191635947281,0.0,5.762850662385622e-05,5.303211616468636e-06,0.0,0,0.0,7.204249223014141e-10
В вопросе послышался упрёк,командиру,1.314778941640539e-05,1.0455644844387073e-05,0.0003790809464810862,0,0.0448148576993275,0.0,0.00031959129990943787,0,0.0015677122305365909,0.0,0.0001836567948045,0.004932869555414873,2.3260560417055065e-05,0,0.0002971963129221921,0.0004854132682261501
"За углом ― Морской музей, с бесчисленными моделями",кораблей,0.03533174592022009,0.0,0.0,0,0.0659801911047544,0.0,0.0,0,0.7510319133955896,0.0,0.0,0.0,0.0,0,0.0,0.0
"Мне нравится сын коллеги,",который,0.0,0.0,0.0,0,0.4629653645926153,0.0,0.0,0,0.0,0.0,0.0,0.20714218388131211,0.0,0,0.0,0.0
Душа требовала,красоты,0.0,0.0256690843046982,0.0,0,0.0,0.0,0.0,0,0.0962940344691397,0.0,0.0,0.0329597566703329,0.0,0,0.0,0.008001351065862077
Наше правительство сделало,крен,0.0,0.0,0.219164340456835,0,0.0,0.0,0.0,0,0.1070875485346505,0.0,0.0,0.24733602748898348,0.0,0,0.0,0.0
А промывать манную,крупу,8.912113081035262e-05,0.0011469325879128,0.0,0,0.0,0.0,0.0,0,0.9891099587103069,0.0,0.0,0.0,0.0,0,0.0,0.00013071983087088824
Каждое утро на самый верх,крыши,0.0009601025625158425,0.0019042054884423074,9.507553194743718e-05,0,0.0,0.0,1.981742401292028e-06,0,0.1549674342867916,2.4476840532814177e-06,0.0,0.0014243680896093326,4.541039360169468e-08,0,0.0,0.08170129773533075
Убедительно просим вас разборчиво заполнять,купон,0.001592515872068644,0.0,1.5294550611046645e-12,0,0.0,0.0241597780763928,0.0,0,0.2307722267001109,0.0,0.0,0.4282423130844544,0.0,0,0.0,1.3709218866927477e-06
На болотах оставался ещё,лед,0.020995348669081954,0.0,6.172395448578371e-08,0,0.0152940974160667,0.0,0.0,0,0.0,0.5064708878572803,0.0369684926355973,0.0,0.0,0,0.0,7.36545011038816e-05
Дорога ведет в глухой,лес,0.005376047155538564,0.0,5.950170950271518e-09,0,0.007752005641818,0.0,0.0,0,0.9071038046249223,0.0,5.488901319861518e-05,0.0,0.0,0,0.0,0.0
На ведущей вниз,лестнице,0.000763128217045061,0.009153146943232668,0.0061914139938004644,0,0.0091968169463299,4.921477037500272e-05,0.0026072623451917757,0,0.22084859887552558,0.0,0.00018848164068460866,0.0004304229367062876,0.0,0,0.0,0.0008192238648459449
Когда она в самолёте,летела,0.00019845996772837154,0.004565767696261746,0.010241179850210426,0,0.0140182161489624,0.0001045011389522828,0.0168100431295679,0,2.2716867286162487e-05,0.0001253869422665,0.006012189516283601,0.024054661592087554,0.0,0,0.0,0.0013681985891763008
Возможности этих перемен будут обсуждаться в Париже,летом,0.0,0.5203239874289884,0.0,0,0.035684161515861,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Там, недалеко от кухонной двери, сидел",лис,0.0714600432679386,0.12131279905587619,0.0,0,0.0,0.0,0.0,0,0.059280150574105,0.0256265184095538,0.0,0.0,0.0,0,0.0,0.0
"В багажнике были лопата,",лом,0.0001681846350764146,0.0,0.0017067984845559,0,0.0,0.0,0.0,0,0.4237035600704634,0.0,0.0,0.0,0.0,0,0.0,1.4930529509266697e-06
Старуха была страшной --,лопоухая,0.0024332322866807976,0.2740487103776959,0.0,0,0.0594115146869828,0.0,0.0,0,0.00024555975549756084,0.0,0.030105755932138198,0.0,0.0,0,0.0,0.010292911385919546
Врач прописал заживляющую,мазь,3.0361238908218427e-06,0.0,0.0,0,0.003979673341009,0.0,0.0,0,0.9787628410486813,0.0,0.0,0.0,0.0,0,0.0,2.3287033231912343e-07
В бассейне,микробы,0.0004033818751632297,0.0565038506390403,0.0014718940492267868,0,0.0027967794255856,0.0,0.0180372340509563,0,0.0010401430364072733,9.325578347263204e-05,0.0002772633362825876,0.0021325850909015226,1.0695115340351909e-07,0,0.0,0.00024214070106980706
В резервациях,миссионеры,0.0017567269661347116,0.0636558304395118,0.0,0,0.0360657528956085,0.0,0.0,0,0.038909957963766874,0.0,0.0,0.0,0.0,0,0.0,0.04037541020846963
"Мама брала меня с собой, и мы, сдав",молоко,4.002454587460712e-05,0.1487665599931258,0.0,0,0.0,0.0351361735535461,0.0,0,0.09699624602137188,0.0,0.0,0.157469423760246,0.0,0,0.0,0.0
Приблизительно в центре тайги,мопед,0.0,0.075249819133529,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06300111050669352
Не поручайте,мужу,0.030421163072200646,0.0237605430855658,0.0,0,0.0,0.1001118477930391,0.0,0,0.0,0.0,0.0,0.0941562308283422,0.0,0,0.0,0.0
В деревнях по-прежнему,мяли,0.0003344914046941523,0.0,0.07687911069188169,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.19185498846335475
В числе возможных кандидатов,называют,0.0,0.6105208501567747,0.0184361332983831,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Твоё тело расслабляется, и исчезает",напряжение,0.00016542692654791005,0.0,0.0,0,0.0,0.36414133557691947,0.0,0,0.4111843671637516,0.0,0.0,0.19870446314288132,0.0,0,0.0,0.0
Он был очень,неопытным,0.29118047854623913,0.0,0.0,0,0.0,0.0,0.0,0,0.00012121037741235945,0.0,0.0,0.0,0.0,0,0.0,0.018859626321255207
"Они не ели целый день,",несчастные,0.0,0.0,0.0306506264903692,0,0.4278709730626908,0.0,0.0,0,0.0,0.0,0.034731709993091,0.0,0.0,0,0.0735270306323603,0.0
В речи учёного прозвучало,неявное,0.00037492863743262736,0.0,0.2705649937190172,0,0.0,0.0,0.0,0,0.0890450836035521,0.0693483808391051,0.0,0.0,0.0,0,0.0,0.0
Тема эта в то время была,новой,0.20086208111551437,0.0,0.3382607406991555,0,0.0,0.0,0.0,0,2.146448242485468e-06,0.0,0.0406145162923344,0.0,0.0,0,0.0,0.0
"Существует легенда, что",ноев,0.0,0.24262102290936668,0.10096819141795371,0,0.0,0.0,0.0,0,0.0,0.0327719011317514,0.0,0.0,0.0,0,0.0420799540063466,0.0
Он ловко поддел концом,ножа,0.0004667158060463117,0.0,0.0,0,0.0,0.0474948647573092,0.0,0,0.19637644978693383,0.0,0.0,0.0,0.0,0,0.0,8.994045022757577e-08
У директора школы был тонкий,нюх,1.312162039479868e-06,0.0,0.0,0,0.0788350452709899,0.0,0.0,0,0.3089166223062946,0.0,0.0,0.0,0.0,0,0.0,0.0
У Пашки,обгорели,0.0,0.1303277267828603,0.0,0,0.0,0.0,0.0,0,0.0467038533844366,0.0,0.0005807280962349,0.0,0.0,0,0.0,0.0
В конверте вместе с деньгами была,обнаружена,4.48449487325411e-07,0.0,0.0098794436464591,0,0.0126854567447877,0.0,0.0,0,0.8118225843829984,0.0,0.0,0.0,0.0,0,0.0,0.034437115423674544
Стала стабильнее экономическая и политическая,обстановка,3.813139122793269e-09,0.0,0.0,0,0.0,0.0,0.0,0,0.9851457278304564,0.0,0.0,0.0,0.0,0,0.0,4.75919052008827e-06
В современном,обществе,3.1013367960589123e-06,0.0,0.0042998040045212635,0,0.0,0.0,0.0,0,0.910347785870835,0.0,0.0,0.0,0.0,0,0.0,0.00010786734801554514
Педагог предъявляет,одинаковые,0.015926623434185376,0.0713903446657036,0.0,0,0.0,0.0,0.0,0,0.5212815846544608,0.0,0.0,0.0,0.0,0,0.0,0.0004122029106741
"Я сказал, что русский солдат",омоет,0.0,0.0264001122671225,0.051253183952054096,0,0.0,0.0,0.0,0,0.0,0.0,0.1340708327210467,0.0,0.0,0,0.0,0.0
Старый шкаф,орехового,0.0,0.1342305422941636,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
В сюжете этого фильма какие-то,осы,0.0742713352789721,0.0,3.895854785357606e-09,0,0.0,0.0,0.0,0,0.08638729397434232,0.0,0.0205805753384635,0.0,0.0,0,0.0,2.7876648897063465e-05
Ирине досталась,отдельная,0.021208916108400477,0.0198327598661129,0.0001898982456162,0,0.0,0.0,0.0,0,0.21323292216501455,0.0224734611623317,0.0288564953333787,0.0,0.0,0,0.0,0.0
На газовой плите стояла,открытая,0.04751886766673235,0.0142738411669579,1.2052089390984511e-06,0,0.0,0.0,9.341078846162196e-11,0,0.9464095302249694,0.0,0.0,0.0,0.0,0,0.0,2.6725307055540695e-07
"Я люблю салат из картошки с зеленью, заправленный",пахучим,0.7015966843324586,0.040140127417505,3.832606927403652e-06,0,0.0,0.0,6.030376903017686e-05,0,0.20322295380259053,0.0,0.0,0.0,0.0,0,0.0,8.859606221442466e-05
Ненужный коврик из твёрдой,пластмассы,0.008341452399491201,0.0,0.0,0,0.0,0.0,0.0,0,0.696936282203438,0.0,0.0,0.0,0.0,0,0.0,0.0
Что ты хочешь чтобы тебе,повторили,1.2703779756158618e-10,0.0,1.1813535203262474e-06,0,0.0,0.0,0.0,0,1.4112826003325176e-05,0.0,0.0,0.0,0.0,0,0.0,0.3754733330298615
"Журналист взял карандаш,",подвинул,0.00021125246627325264,0.0,8.524425809819562e-07,0,0.0397024381796587,0.0,0.0,0,4.42443612618291e-05,0.0,0.0,0.0,0.0,0,0.1570261703685821,0.1716760213429209
У мамы есть,подруга,3.1415692554456854e-05,0.0,0.0366655731819702,0,0.0,0.0192885084272598,0.0,0,0.020066089100687093,0.0369452616164022,0.0,0.0,0.0,0,0.0,3.434866726383371e-12
Отвернув цветастое,покрывало,0.00019245504398802962,0.0,0.0007851917862494143,0,0.0,0.0,0.0,0,0.40590277541439523,0.0,0.0,0.0,0.0,0,0.0,0.8644072934077984
"У тебя впереди замечательный день,",полный,0.18061701135721334,0.0,0.0,0,0.2590448486518567,0.0,0.0,0,0.0,0.0,0.0,0.0492434841375015,0.0,0,0.0,0.07175817641527253
Этот студент,получает,1.2644705783842782e-06,0.0,0.0,0,0.0,0.0,0.0,0,5.4212738235864965e-05,0.0,0.0919284485547322,0.0,0.0,0,0.0,0.0867934141496302
"Она почти не изменилась, только слегка",пополнела,0.0029805560451736457,0.0,6.112491329662915e-05,0,0.0,0.0,1.7441646108358296e-08,0,1.4412103375273304e-05,0.0,0.0,0.0,0.0,0,0.0,0.4038668580143237
Перед ним снова была,прежняя,0.02214961366902219,0.0,0.0,0,0.0,0.1100960816440136,0.0,0,0.04531716497042497,0.0,0.0,0.0168837809502742,0.0,0,0.0,0.02168081184854311
Торговля продуктами питания является одной из самых,прибыльных,0.5125056520924925,0.0,0.0,0,0.0,0.0,0.0,0,7.456691081585041e-07,0.0,0.0,0.0,0.0,0,0.0,0.0
Когда родители,пригрозили,0.0,0.0,2.179364823624576e-06,0,0.0191387602624962,0.0,0.0,0,0.0,0.0,0.0971946444650865,0.0,0.0,0,0.0,0.09315832691578663
"Товарищ генерал,",противник,0.000678697990478987,0.1036527594974892,4.986023156026949e-05,0,0.0,0.0,0.0,0,0.0,0.0,0.0332744814697805,0.2350275660286493,0.0,0,0.0,0.00011487317044839555
"Считается, что коллекционирование",раритетных,3.6551083228894035e-06,0.0,0.0,0,0.0,0.0,0.0,0,0.03693474959201465,0.0,0.0,0.0,0.0,0,0.0,0.0956138934669026
"Один футболист, который получил",растяжение,0.2761770771014395,0.0,0.0513046613172859,0,0.0,0.0,1.0523983738476483e-06,0,0.08095626466052253,0.0,0.0,0.0,8.334723604403334e-06,0,0.0,3.31868851236601e-06
Судя по огромному,расходу,5.148390749590242e-06,0.0,0.0,0,0.0,0.0,0.0,0,0.9542788215366744,0.0,0.0,0.0,0.0,0,0.0,3.127064112076251e-07
"Город, раскинувшийся вдоль",реки,0.00518468895604913,0.0,0.0,0,0.0,0.0,0.0,0,0.6299328962279293,0.0,0.0,0.0,0.0,0,0.0,3.05905481212424e-05
Под рукавом рубашки виднелся тонкий,ремешок,0.1669892719822556,0.0,0.0,0,0.0,0.0,0.0,0,0.23844311556559222,0.0,0.0,0.0,0.0,0,0.0,0.0008873862800791091
На вторичном рынке жилья,розетки,0.0011305064242009353,0.3049462405704652,0.0157398533529624,0,0.0,0.0,0.0,0,0.029405917397248,0.0,0.0,0.0,0.0,0,0.0,0.016700236287263942
Телята быстро,росли,2.5623831154558114e-06,0.0,0.0,0,0.0,0.0,0.0,0,1.330930768506288e-06,0.0,0.0,0.0,0.0,0,0.0,0.5987231303558979
Ваня раскрыл было,рот,0.0007791959846242962,0.0,0.0,0,0.0,0.0446332662531448,0.0024017862692876,0,0.5771083917173858,0.0,0.0,0.0,0.0,0,0.0,0.0
В мои обязанности входило утром включить,рубильник,0.0001606499799540922,0.0548563770971272,0.001042724625407,0,0.0310802094242301,0.0,0.0,0,0.24001766932219018,0.0,0.0,0.0,0.0,0,0.0,5.070051588977025e-05
И на берегу озера тогда появляются,русалки,0.002002331173919428,4.757375967418257e-05,0.00016644322712790527,0,0.0,0.000551424444042598,0.0,0,0.024169483470051597,0.15381157660938471,0.0005216042284185,0.0008826634045198894,1.1312291986908032e-05,0,0.0,0.00014444415579916375
"Наживка, на которую он ловил",рыбу,0.00010260756055089964,0.0011344546933220539,0.001314379186347367,0,0.0030491102068745,0.017981579979383752,0.0028065877748078842,0,0.21917341802393192,0.0,7.153889637979428e-05,0.005794940433451327,1.013669584985698e-07,0,0.0,0.003645003938556862
"Не обнаружив ничего в досье, сыщики решили",рыть,3.9950512540303995e-08,0.0,0.0,0,0.0,0.0,9.669816098067989e-14,0,5.946809876490679e-11,0.0,0.0,0.0,0.0,0,0.0,0.230098552832963
Когда мне хотелось,сгущенки,1.2067656030891518e-05,0.0,0.0,0,0.0,0.0,0.0,0,4.2151485675760496e-07,0.0,0.3232395371629331,0.0,0.0,0,0.0,0.07011066586142922
"Взяв с собой фотоаппарат, вся",семья,0.0,0.0,0.1169594353370411,0,0.0,0.0,0.0,0,0.5465314422503745,0.0,0.0,0.0,0.0,0,0.0,0.0
"Собаку, виновницу случившегося, приказали",сечь,1.4814182786907896e-06,0.0,0.06547948587000263,0,0.0,0.0,0.0,0,1.1916181403494521e-05,0.0,0.0,0.0654853527545018,0.0,0,0.0,0.6096783283379412
Мне было лень идти на стоянку и сметать,снег,0.0,0.07311888622612439,0.0138996344948244,0,0.0,0.0,0.0,0,0.624370917454176,0.0,0.0,0.0138996344948244,0.0,0,0.0,0.0
От смерти его спасла,собака,0.0005821233295471554,1.8068240984208944e-06,0.0012090123407909419,0,0.0,0.0007327205561773535,0.0,0,0.051154738357869746,0.026551569110111826,0.2273111221897026,9.587538141292941e-05,1.7269200290392473e-05,0,0.0,4.04897426654794e-06
"По воскресеньям музыканты, исполнявшие",сонату,0.17739079668736765,0.0,0.0,0,0.0,0.0402605566758651,0.0,0,0.10979755501836416,0.0,0.0,0.0,0.0,0,0.0,1.0244429358217383e-06
Он умел из любого,сора,0.0001930260523663188,0.0,4.017202291687828e-08,0,0.0,0.0,0.0,0,0.23588030991462813,0.0,0.0,0.0,0.0,0,0.0,7.540451317771726e-09
Если я еще увижу здесь хоть,соринку,2.3925260241890184e-08,0.0,0.0,0,0.0,0.0,0.0,0,0.021555327284604266,0.9256812735972774,0.0,0.0,0.0,0,0.0,4.416626062180502e-09
Количество денег в обороте выросло благодаря,союзу,0.048351359804358215,0.0,0.0,0,0.0,0.0,0.0,0,0.21143585832757641,0.0,0.0,0.0971573662442665,0.0,0,0.0,0.0028547314934460047
Он стал плохо,спать,0.0002708800386870749,0.0,0.0,0,0.0,0.0,0.0,0,5.601664725241805e-10,0.0,0.0,0.2309210487647379,0.0,0,0.0,0.4731249299008686
Работы выполняет,специалист,0.0010122471297932252,0.0,9.980932011024734e-07,0,2.249818947356032e-05,0.0,0.0,0,0.13669345734936494,0.0,0.0,0.0,0.00044075567772499047,0,0.0,2.5684904615573863e-06
"Зачем ему звонить, если откликается",спокойный,0.00037534624828806473,0.292896553797778,0.008042638451726562,0,0.0050442738321673,0.0,0.005639878912718773,0,0.00040289163084586866,0.0,0.1090194655843381,0.0040388047366952,2.265896924327173e-07,0,0.0,0.0014062659527405712
"Я слезал, щупал",стога,8.796310236663733e-06,1.0849535098931348e-05,0.001231964103293987,0,0.0706192791924549,5.266096033221798e-05,0.0034500837732233647,0,0.0001301202484754668,0.0,0.00017340447872761966,0.049330481923756456,2.0776711559239013e-06,0,0.0,0.001172414615181149
Шею Лизы украшало ожерелье,стоимостью,0.0,0.7953812367806741,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Этот роман захватывает читателя с первой,страницы,6.988237618661534e-07,0.0,0.0,0,0.0,0.0,0.0104059380864608,0,0.9699836479940912,0.0,0.022029371101908,0.0,0.0,0,0.0,0.0
Автор принадлежит к числу последних свидетелей,страшных,1.8131390552435237e-05,0.0,0.0,0,0.0777037677352963,0.0685733343455518,0.0,0,0.1538758192986841,0.0,0.0,0.0415918297193025,0.0,0,0.0,0.0
В темноте Иван задел острый,сук,4.154644880620339e-05,0.0,0.0,0,0.0,0.0,0.0,0,0.8749808669186803,0.0,0.0,0.0,0.0,0,0.0,1.7794183831722027e-05
"Приготовь себе диетические овощные блюда,",сытные,0.0,0.0,0.0596776140104128,0,0.0248773307059751,0.2082953397793704,0.0,0,0.0,0.0,0.0,0.20319447681263988,0.0,0,0.0983917516035995,0.0
"Олень бродил среди берёз, жевал",талый,0.08253218757862972,0.0,0.0,0,0.0,0.0,0.0,0,0.5805907307404721,0.0,0.0,0.0,0.0,0,0.0,0.0
Причиной аварии был мобильный,телефон,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9789877625043595,0.0,0.0,0.0,0.0,0,0.0,9.630151101335131e-08
После завершения,техосмотра,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.18891635678338098,0.0,0.0,0.1062624836234051,0.0,0,0.0,0.0
Чтобы придать объем,тонким,0.0,0.0,0.0,0,0.342504739375478,0.0679576373241803,0.0,0,0.21211884929155556,0.0,0.0,0.0,0.0,0,0.0,0.0
В лесу ветром,трепало,0.009999786480657935,0.0,0.00032165073551546503,0,0.0,0.0,0.0,0,0.006537561403769412,0.0,0.0,0.0,0.0,0,0.0,0.2971411332652062
В каждом,углу,0.013044107628414854,0.3359261872718958,1.7477644536670298e-05,0,0.0,0.0,0.0,0,0.2124927090723821,0.0,0.0,0.0,0.0,0,0.0,2.850312158567519e-06
Власть судов была такой,узкой,0.06540860612794809,0.0,0.0,0,0.0,0.0,0.0,0,3.855569285505854e-06,0.0,0.7095886017751464,0.0,0.0,0,0.0,0.0
Володя каким-то образом,узнал,0.0006409687852546543,1.6148559609156908e-06,0.0005895323284870553,0,0.0,8.774507969214486e-07,0.0,0,1.2087306771967222e-05,0.0,0.0002559475309649,0.001755104701497616,0.0,0,0.0,0.11785414543700028
За два года накопилась,уйма,0.22432255752203858,0.0,0.03657696748910913,0,0.0,0.0,0.0,0,0.1276635184071942,0.0,0.0,0.0,0.0,0,0.0,2.770416786392236e-06
Если мы позволим этим людям,уйти,4.142159781036526e-07,0.0,1.1894747107263917e-06,0,0.0,0.0,0.0,0,1.9148113075312213e-06,0.0,0.0,0.0,0.0,0,0.0,0.11720094699080766
"Думаю, большой",урон,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.24895791287202457,0.0,0.0,0.0,0.0,0,0.0,0.0
"Елена сидела в кресле, молодая Мурка",урчала,0.0,0.1505909998018932,0.05370023706414729,0,0.0,0.0,8.320853566726271e-09,0,1.8839961506705194e-11,0.0,0.0,0.0,0.0,0,0.0,0.04845240826822036
От внимания наблюдателя не должна,ускользать,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9552571986623467
Государством предлагается,установить,0.0,0.0357530557720579,0.0,0,0.0,0.0,0.0,0,0.06315149468207415,0.0,0.0,0.0,0.0,0,0.0,0.0855067290996721
"Сделав мне знак помолчать, он приложил",ухо,0.0,0.0674671932725409,0.0,0,0.0,0.0,0.0,0,0.7960240851977194,0.0,0.0,0.0,0.0,0,0.0,2.5436382302889937e-06
"Она успевала убраться, разморозить",фарш,0.007058564873146747,0.0,0.0,0,0.1938471263414836,0.0,0.0,0,0.391384600456398,0.0,0.0,0.0,0.0,0,0.0,0.006957564812095769
"Что используют для этой прически,",фен,0.0,0.0934854843435962,0.0303502931543389,0,0.050039173895543,0.0567018124924765,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.2259706699566906,0.0
