left_context,target_word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOT_FOUND,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,VERB
В качестве примера приводится,жирность,0.19117647058823528,0.014705882352941176,0.014705882352941176,0.0,0.0,0.10294117647058823,0.0,0.0,0.6176470588235294,0.014705882352941176,0.014705882352941176,0.029411764705882353,0,0.0,0.0,0.0
Он признаёт право каждого,жить,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,0,0.0,0.0,0.0
Вспоминая,журчание,0.41666666666666663,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0,0.0,0.0,0.041666666666666664
"Он вскрыл пачку сухарей,",заварил,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0,0.0,0.0,0.7894736842105263
Но четыре года я не мог себя,заставить,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0
На Ольгу Васильевну было написано,заявление,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0,0.0,0.0,0.0
Я знал: их особенно,злило,0.1875,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0,0.0,0.0,0.4375
Очень тогда,злые,0.14705882352941177,0.0,0.08823529411764705,0.0,0.0,0.0,0.014705882352941176,0.0,0.014705882352941176,0.0,0.029411764705882353,0.11764705882352941,0,0.0,0.0,0.5882352941176471
Создать настоящие шедевры вам помогут,зоркий,0.0,0.125,0.0,0.0,0.0625,0.5625,0.0,0.0,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0
Наши власти позволяют себе,излишества,0.0,0.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0,0.0,0.0,0.41666666666666663
У нас в Волгограде многие придерживаются,иной,0.2835820895522388,0.0,0.0,0.0,0.0,0.16417910447761191,0.0,0.0,0.5373134328358209,0.0,0.0,0.014925373134328358,0,0.0,0.0,0.0
Ей никак не суметь,испечь,0.0,0.01652892561983471,0.04132231404958678,0.01652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03305785123966942,0,0.0,0.0,0.8925619834710744
Во избежание ожогов надо нанести на лицо небольшое,количество,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
В вопросе послышался упрёк,командиру,0.05263157894736842,0.42105263157894735,0.05263157894736842,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0.0,0.0,0.05263157894736842
"За углом ― Морской музей, с бесчисленными моделями",кораблей,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9705882352941176,0.0,0.0,0.0,0,0.0,0.0,0.0
"Мне нравится сын коллеги,",который,0.0,0.022988505747126436,0.08045977011494253,0.0,0.1954022988505747,0.0,0.0,0.0,0.011494252873563218,0.0,0.022988505747126436,0.6436781609195402,0,0.0,0.011494252873563218,0.011494252873563218
Душа требовала,красоты,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.6973684210526315,0.0,0.0,0.19736842105263158,0,0.0,0.0,0.039473684210526314
Наше правительство сделало,крен,0.0196078431372549,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.9607843137254902,0.0,0.0,0.0,0,0.0,0.0,0.0
А промывать манную,крупу,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0,0.0,0.0,0.0
Каждое утро на самый верх,крыши,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.1,0,0.0,0.0,0.25
Убедительно просим вас разборчиво заполнять,купон,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0625,0,0.0,0.0,0.0
На болотах оставался ещё,лед,0.2,0.007692307692307693,0.038461538461538464,0.0,0.0,0.03076923076923077,0.0,0.0,0.3307692307692308,0.27692307692307694,0.06923076923076923,0.007692307692307693,0,0.0,0.0,0.038461538461538464
Дорога ведет в глухой,лес,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0,0,0.0,0.0,0.023809523809523808
На ведущей вниз,лестнице,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.9836065573770492,0.0,0.0,0.0,0,0.0,0.0,0.0
Когда она в самолёте,летела,0.0,0.03076923076923077,0.007692307692307693,0.0,0.0,0.007692307692307693,0.0,0.0,0.046153846153846156,0.007692307692307693,0.007692307692307693,0.18461538461538463,0,0.0,0.0,0.7076923076923077
Возможности этих перемен будут обсуждаться в Париже,летом,0.0,0.7142857142857142,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0,0.0,0.0,0.0
"Там, недалеко от кухонной двери, сидел",лис,0.13821138211382114,0.05691056910569106,0.008130081300813009,0.0,0.016260162601626018,0.008130081300813009,0.0,0.0,0.6991869918699187,0.008130081300813009,0.0,0.05691056910569106,0,0.0,0.0,0.008130081300813009
"В багажнике были лопата,",лом,0.016129032258064516,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0,0.0,0.0,0.0
Старуха была страшной --,лопоухая,0.15151515151515152,0.07575757575757576,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.18181818181818182,0.0,0.015151515151515152,0.3787878787878788,0,0.0,0.12121212121212122,0.030303030303030304
Врач прописал заживляющую,мазь,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0,0.05263157894736842,0.0,0.0
В бассейне,микробы,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591836734693877,0.0,0.0,0.0,0,0.0,0.0,0.0
В резервациях,миссионеры,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.8125,0.0,0.0,0.0,0,0.0,0.0,0.0
"Мама брала меня с собой, и мы, сдав",молоко,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.7894736842105263,0.0,0.0,0.05263157894736842,0,0.0,0.0,0.0
Приблизительно в центре тайги,мопед,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0,0.0,0.0,0.7333333333333333
Не поручайте,мужу,0.14457831325301207,0.0,0.04819277108433735,0.0,0.0,0.024096385542168676,0.0,0.0,0.27710843373493976,0.0,0.0,0.49397590361445787,0,0.0,0.0,0.012048192771084338
В деревнях по-прежнему,мяли,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0,0.0,0.0,0.8
В числе возможных кандидатов,называют,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0,0.0,0.0,0.23529411764705882
"Твоё тело расслабляется, и исчезает",напряжение,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0,0.0,0.0,0.0
Он был очень,неопытным,0.611111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0,0.0,0.0,0.2222222222222222
"Они не ели целый день,",несчастные,0.0,0.0,0.4666666666666667,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
В речи учёного прозвучало,неявное,0.19811320754716982,0.0,0.14150943396226415,0.0,0.0,0.03773584905660377,0.009433962264150943,0.0,0.5094339622641509,0.04716981132075471,0.009433962264150943,0.04716981132075472,0,0.0,0.0,0.0
Тема эта в то время была,новой,0.35,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0,0.0,0.0,0.2
"Существует легенда, что",ноев,0.08620689655172414,0.1724137931034483,0.1896551724137931,0.0,0.0,0.05172413793103448,0.0,0.034482758620689655,0.3103448275862069,0.017241379310344827,0.0,0.06896551724137931,0,0.0,0.05172413793103448,0.017241379310344827
Он ловко поддел концом,ножа,0.0,0.0,0.007462686567164179,0.0,0.007462686567164179,0.014925373134328358,0.0,0.0,0.9328358208955224,0.007462686567164179,0.0,0.014925373134328358,0,0.0,0.0,0.014925373134328358
У директора школы был тонкий,нюх,0.010638297872340425,0.010638297872340425,0.0,0.0,0.031914893617021274,0.0,0.0,0.0,0.9468085106382979,0.0,0.0,0.0,0,0.0,0.0,0.0
У Пашки,обгорели,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,0.0,0.85
В конверте вместе с деньгами была,обнаружена,0.0784313725490196,0.0,0.0196078431372549,0.0,0.0,0.0196078431372549,0.0,0.0,0.8039215686274509,0.0,0.0,0.0,0,0.0,0.0,0.0784313725490196
Стала стабильнее экономическая и политическая,обстановка,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
В современном,обществе,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Педагог предъявляет,одинаковые,0.2,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0,0.0,0.0,0.13333333333333333
"Я сказал, что русский солдат",омоет,0.13333333333333333,0.0,0.33333333333333337,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.0,0.06666666666666667
Старый шкаф,орехового,0.0,0.09722222222222221,0.1111111111111111,0.08333333333333333,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0,0.0,0.0,0.6805555555555556
В сюжете этого фильма какие-то,осы,0.35384615384615387,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.03076923076923077,0.0,0,0.0,0.0,0.0
Ирине досталась,отдельная,0.5625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0625,0.0,0,0.0,0.0,0.0
На газовой плите стояла,открытая,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9672131147540983,0.0,0.0,0.0,0,0.0,0.0,0.0
"Я люблю салат из картошки с зеленью, заправленный",пахучим,0.1797752808988764,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.8089887640449438,0.0,0.0,0.0,0,0.0,0.0,0.0
Ненужный коврик из твёрдой,пластмассы,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Что ты хочешь чтобы тебе,повторили,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0
"Журналист взял карандаш,",подвинул,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.3125
У мамы есть,подруга,0.12345679012345678,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.5679012345679012,0.20987654320987653,0.0,0.06172839506172839,0,0.0,0.0,0.0
Отвернув цветастое,покрывало,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0,0.0,0.0,0.29411764705882354
"У тебя впереди замечательный день,",полный,0.0,0.0,0.05555555555555555,0.0,0.2777777777777778,0.0,0.0,0.0,0.16666666666666666,0.0,0.05555555555555555,0.16666666666666666,0,0.0,0.05555555555555555,0.2222222222222222
Этот студент,получает,0.0,0.0,0.058823529411764705,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0,0.0,0.0,0.47058823529411764
"Она почти не изменилась, только слегка",пополнела,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.875
Перед ним снова была,прежняя,0.06,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.4,0.0,0.01,0.32999999999999996,0,0.0,0.0,0.04
Торговля продуктами питания является одной из самых,прибыльных,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Когда родители,пригрозили,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0,0.0,0.0,0.6923076923076923
"Товарищ генерал,",противник,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0,0.0,0.0,0.9375
"Считается, что коллекционирование",раритетных,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142856,0.0,0.0,0.07142857142857142,0,0.07142857142857142,0.0,0.07142857142857142
"Один футболист, который получил",растяжение,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0,0.0,0.0,0.0
Судя по огромному,расходу,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924812030075187,0.0,0.0,0.007518796992481203,0,0.0,0.0,0.0
"Город, раскинувшийся вдоль",реки,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0,0.0,0.0,0.0
Под рукавом рубашки виднелся тонкий,ремешок,0.06172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259259258,0.0,0.0,0.0,0,0.0,0.0,0.012345679012345678
На вторичном рынке жилья,розетки,0.0641025641025641,0.01282051282051282,0.16666666666666666,0.0,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.0,0.15384615384615385,0.0,0.0,0.02564102564102564,0,0.0,0.0,0.5128205128205128
Телята быстро,росли,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0,0.0,0.0,0.8888888888888888
Ваня раскрыл было,рот,0.009174311926605505,0.01834862385321101,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.9174311926605505,0.0,0.01834862385321101,0.01834862385321101,0,0.0,0.0,0.0
В мои обязанности входило утром включить,рубильник,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
И на берегу озера тогда появляются,русалки,0.2716049382716049,0.0,0.037037037037037035,0.0,0.0,0.024691358024691357,0.0,0.0,0.6419753086419753,0.0,0.0,0.012345679012345678,0,0.0,0.0,0.012345679012345678
"Наживка, на которую он ловил",рыбу,0.0,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0,0.0,0.0,0.03125
"Не обнаружив ничего в досье, сыщики решили",рыть,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9333333333333333
Когда мне хотелось,сгущенки,0.041666666666666664,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0,0.0,0.0,0.7916666666666666
"Взяв с собой фотоаппарат, вся",семья,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.05555555555555555,0,0.0,0.0,0.0
"Собаку, виновницу случившегося, приказали",сечь,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0,0.0,0.0,0.9333333333333333
Мне было лень идти на стоянку и сметать,снег,0.0,0.038461538461538464,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.8076923076923077,0.0,0.0,0.0641025641025641,0,0.0,0.0,0.01282051282051282
От смерти его спасла,собака,0.44897959183673464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36734693877551017,0.0,0.061224489795918366,0.1020408163265306,0,0.0,0.0,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,0.2040816326530612,0.04081632653061224,0.02040816326530612,0.0,0.0,0.061224489795918366,0.0,0.0,0.6530612244897959,0.0,0.0,0.02040816326530612,0,0.0,0.0,0.0
Он умел из любого,сора,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.9302325581395349,0.0,0.011627906976744186,0.0,0,0.0,0.0,0.03488372093023256
Если я еще увижу здесь хоть,соринку,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.17045454545454544,0.7386363636363636,0.022727272727272728,0.045454545454545456,0,0.0,0.0,0.0
Количество денег в обороте выросло благодаря,союзу,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.13636363636363635,0.0,0.09090909090909091,0.4090909090909091,0.0,0.0,0.18181818181818182,0,0.0,0.0,0.0
Он стал плохо,спать,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0,0.0,0.0,0.6666666666666666
Работы выполняет,специалист,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.06666666666666667,0.06666666666666667,0.0,0,0.0,0.0,0.0
"Зачем ему звонить, если откликается",спокойный,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.23529411764705882,0.29411764705882354,0,0.0,0.0,0.0
"Я слезал, щупал",стога,0.0,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.5882352941176471,0.0,0.0,0.0,0,0.0,0.0,0.0
Шею Лизы украшало ожерелье,стоимостью,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0,0.0,0.0,0.0
Этот роман захватывает читателя с первой,страницы,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Автор принадлежит к числу последних свидетелей,страшных,0.09836065573770492,0.0,0.0,0.0,0.0,0.13114754098360656,0.0,0.0,0.5737704918032787,0.0,0.0,0.14754098360655737,0,0.0,0.0,0.04918032786885246
В темноте Иван задел острый,сук,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Приготовь себе диетические овощные блюда,",сытные,0.0,0.06666666666666667,0.2,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0,0.0,0.26666666666666666,0.06666666666666667
"Олень бродил среди берёз, жевал",талый,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0
Причиной аварии был мобильный,телефон,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
После завершения,техосмотра,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0,0.0,0.0,0.0
Чтобы придать объем,тонким,0.0,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.0,0.05555555555555555,0,0.0,0.0,0.0
В лесу ветром,трепало,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.013157894736842105,0.0,0.013157894736842105,0.0,0.0,0.0,0,0.0,0.0,0.9605263157894737
В каждом,углу,0.046153846153846156,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.7230769230769232,0.0,0.0,0.0,0,0.0,0.0,0.046153846153846156
Власть судов была такой,узкой,0.75,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.05,0,0.0,0.05,0.0
Володя каким-то образом,узнал,0.008928571428571428,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0,0.0,0.0,0.9732142857142857
За два года накопилась,уйма,0.631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0,0.05263157894736842,0.0,0.0
Если мы позволим этим людям,уйти,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.8
"Думаю, большой",урон,0.02040816326530612,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.9183673469387754,0.0,0.0,0.0,0,0.02040816326530612,0.0,0.0
"Елена сидела в кресле, молодая Мурка",урчала,0.0,0.024,0.008,0.04,0.008,0.0,0.0,0.0,0.024,0.0,0.008,0.0,0,0.0,0.0,0.888
От внимания наблюдателя не должна,ускользать,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0,0.0,0.0,0.9591836734693878
Государством предлагается,установить,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0,0.0,0.0,0.5333333333333333
"Сделав мне знак помолчать, он приложил",ухо,0.0,0.053763440860215055,0.0,0.0,0.0,0.021505376344086023,0.0,0.0,0.8494623655913979,0.0,0.0,0.043010752688172046,0,0.0,0.0,0.03225806451612903
"Она успевала убраться, разморозить",фарш,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0,0.0,0.0,0.0
"Что используют для этой прически,",фен,0.025,0.09166666666666666,0.06666666666666667,0.0,0.008333333333333333,0.0,0.0,0.0,0.22499999999999998,0.0,0.016666666666666666,0.15833333333333333,0,0.0,0.375,0.03333333333333333
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,0.12,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.8200000000000001,0.0,0.0,0.0,0,0.0,0.0,0.0
Она с досадой,хмурила,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0
"Зоопарк ― это кусочек другого мира, находящийся в самом",центре,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.894736842105263,0.0,0.0,0.0,0,0.0,0.0,0.0
Я сделала,шаг,0.14772727272727273,0.0,0.03409090909090909,0.0,0.0,0.011363636363636364,0.0,0.0,0.5,0.03409090909090909,0.0,0.25,0,0.0,0.011363636363636364,0.011363636363636364
За министром труда тянется целый,шлейф,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0,0.0,0.0,0.0
Мы установили камеру на новый,штатив,0.013605442176870748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863945578231292,0.0,0.0,0.0,0,0.0,0.0,0.0
Ей хотелось выплеснуть чай на бежевый,юлин,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.9811320754716981,0.0,0.0,0.0,0,0.0,0.0,0.0
На привале у озера,юный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11940298507462686,0.014925373134328358,0.0,0.626865671641791,0,0.0,0.0,0.23880597014925373
"Покуда я нахожусь у власти, я буду предметом",ярых,0.18867924528301888,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.7547169811320754,0.0,0.0,0.0,0,0.0,0.0,0.0
