Unnamed: 0,word.id,Lemma,POS,mapped_POS,Form,Left context,answer,lemma_answer,upos_answer,feats_answer,mapped_feats_ud,feats_answer_split,features_accuracy,cloze_accuracy,lemma_accuracy,pos_accuracy,item.id,word.serial.no,subject.id,is_russian,probability_y
10,атмосфера,атмосфера,S,NOUN,"S,жен,неод=им,ед",В тот момент,показалось,казаться,VERB,Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,"{'NOUN', 'Animacy=Inan', 'Case=Nom', 'Gender=Fem', 'Number=Sing'}","{'Tense=Past', 'Gender=Neut', 'Mood=Ind', 'Voice=Mid', 'VerbForm=Fin', 'Aspect=Perf', 'Number=Sing'}",['Number=Sing'],0,0,0,59,4,LXY824,TRUE,0.0625
11,атмосфера,атмосфера,S,NOUN,"S,жен,неод=им,ед",В тот момент,он,он,PRON,Case=Nom|Gender=Masc|Number=Sing|Person=3|PronType=Prs,"{'NOUN', 'Animacy=Inan', 'Case=Nom', 'Gender=Fem', 'Number=Sing'}","{'PronType=Prs', 'Case=Nom', 'Gender=Masc', 'Person=3', 'Number=Sing'}","['Case=Nom', 'Number=Sing']",0,0,0,59,4,AJX882,TRUE,0.25
12,атмосфера,атмосфера,S,NOUN,"S,жен,неод=им,ед",В тот момент,нужно,нужный,ADJ,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,"{'NOUN', 'Animacy=Inan', 'Case=Nom', 'Gender=Fem', 'Number=Sing'}","{'Variant=Short', 'Gender=Neut', 'Degree=Pos', 'Number=Sing'}",['Number=Sing'],0,0,0,59,4,KQD698,TRUE,0.0625
13,атмосфера,атмосфера,S,NOUN,"S,жен,неод=им,ед",В тот момент,ему,он,PRON,Case=Dat|Gender=Masc|Number=Sing|Person=3|PronType=Prs,"{'NOUN', 'Animacy=Inan', 'Case=Nom', 'Gender=Fem', 'Number=Sing'}","{'Case=Dat', 'PronType=Prs', 'Gender=Masc', 'Person=3', 'Number=Sing'}",['Number=Sing'],0,0,0,59,4,SBG900,TRUE,0.0625
14,атмосфера,атмосфера,S,NOUN,"S,жен,неод=им,ед",В тот момент,когда,когда,ADV,Degree=Pos,"{'NOUN', 'Animacy=Inan', 'Case=Nom', 'Gender=Fem', 'Number=Sing'}",{'Degree=Pos'},[],0,0,0,59,4,VWY831,TRUE,0.125
15,атмосфера,атмосфера,S,NOUN,"S,жен,неод=им,ед",В тот момент,мы,мы,PRON,Case=Nom|Number=Plur|Person=1|PronType=Prs,"{'NOUN', 'Animacy=Inan', 'Case=Nom', 'Gender=Fem', 'Number=Sing'}","{'Number=Plur', 'Case=Nom', 'Person=1', 'PronType=Prs'}",['Case=Nom'],0,0,0,59,4,ZHJ668,TRUE,0.0625
16,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,посуду,посуда,NOUN,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Case=Acc', 'Gender=Fem', 'Number=Sing'}","['Animacy=Inan', 'Case=Acc', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,PKZ852,TRUE,0.14285714285714285
17,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,еду,еда,NOUN,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Case=Acc', 'Gender=Fem', 'Number=Sing'}","['Animacy=Inan', 'Case=Acc', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,QWV872,TRUE,0.07142857142857142
18,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,вилки,вилка,NOUN,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Number=Sing', 'Gender=Fem', 'Case=Gen'}","['Animacy=Inan', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,KOD897,TRUE,0.2857142857142857
19,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,вилки,вилка,NOUN,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Number=Sing', 'Gender=Fem', 'Case=Gen'}","['Animacy=Inan', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,ICU668,TRUE,0.2857142857142857
20,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,вилки,вилка,NOUN,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Number=Sing', 'Gender=Fem', 'Case=Gen'}","['Animacy=Inan', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,BBJ851,TRUE,0.2857142857142857
21,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,салфетки,салфетка,NOUN,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Number=Sing', 'Gender=Fem', 'Case=Gen'}","['Animacy=Inan', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,JUR720,TRUE,0.07142857142857142
22,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,ложки,ложка,NOUN,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Number=Plur', 'Case=Acc', 'Gender=Fem'}","['Animacy=Inan', 'Case=Acc', 'Gender=Fem']",0,0,1,139,5,KUW607,TRUE,0.07142857142857142
23,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,посуду,посуда,NOUN,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Case=Acc', 'Gender=Fem', 'Number=Sing'}","['Animacy=Inan', 'Case=Acc', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,FTE947,TRUE,0.14285714285714285
24,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,вилки,вилка,NOUN,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Number=Sing', 'Gender=Fem', 'Case=Gen'}","['Animacy=Inan', 'Gender=Fem', 'Number=Sing']",0,0,1,139,5,FKO697,TRUE,0.2857142857142857
25,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,столовые,столовая,NOUN,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Case=Acc', 'Number=Plur'}","['Animacy=Inan', 'Case=Acc']",0,0,1,139,5,KFA849,TRUE,0.14285714285714285
26,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,столовые,столовая,NOUN,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Case=Acc', 'Number=Plur'}","['Animacy=Inan', 'Case=Acc']",0,0,1,139,5,GBJ917,TRUE,0.14285714285714285
27,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,ро,ро,NOUN,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Case=Acc', 'Number=Sing'}","['Animacy=Inan', 'Case=Acc', 'Number=Sing']",0,0,1,139,5,DTN667,FALSE,0.07142857142857142
28,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,вап,вап,NOUN,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Case=Acc', 'Number=Sing'}","['Animacy=Inan', 'Case=Acc', 'Number=Sing']",0,0,1,139,5,OOF739,FALSE,0.07142857142857142
29,атрибутику,атрибутика,S,NOUN,"S,жен,неод=вин,ед",Клиенты воровали из ресторана,родукты,родукт,NOUN,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,"{'NOUN', 'Animacy=Inan', 'Gender=Fem', 'Case=Acc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Case=Acc', 'Number=Plur'}","['Animacy=Inan', 'Case=Acc']",0,0,1,139,5,CJG650,FALSE,0.07142857142857142
30,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,EZY687,TRUE,0.625
31,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,PRT659,TRUE,0.625
32,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,AZF644,TRUE,0.625
33,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,камня,камень,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,DKX526,TRUE,0.0625
34,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,TUK907,TRUE,0.625
35,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,BSH853,TRUE,0.625
36,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,ножа,нож,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,IPC885,TRUE,0.0625
37,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,топора,топор,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,HGZ842,TRUE,0.0625
38,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,подоконника,подоконник,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,ERY716,TRUE,0.0625
39,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,кровати,кровать,NOUN,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Number=Sing', 'Gender=Fem', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Number=Sing']",0,0,1,107,8,BAN641,TRUE,0.0625
40,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,INH525,TRUE,0.625
41,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,SKX694,TRUE,0.625
42,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,JAD570,TRUE,0.625
43,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,AOL927,TRUE,0.625
44,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,стола,стол,NOUN,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}","['Animacy=Inan', 'Case=Gen', 'Gender=Masc', 'Number=Sing']",0,0,1,107,8,IVK812,TRUE,0.625
45,бампера,бампер,S,NOUN,"S,муж,неод=род,ед",Ему удалось вскрыть банку об острый край,в,в,ADP,,"{'NOUN', 'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Gen'}",{''},[],0,0,0,107,8,WAL669,TRUE,0.0625
46,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,апрвчркав,апрвчркав,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",0,0,1,18,8,BJB773,FALSE,0.041666666666666664
47,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,к,к,ADP,,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}",{''},[],0,0,0,18,8,HLT569,TRUE,0.041666666666666664
48,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,бвнке,бвнок,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",0,0,1,18,8,KNF549,FALSE,0.041666666666666664
49,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,багке,багка,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",0,0,1,18,8,SIM615,FALSE,0.041666666666666664
50,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,QWI542,TRUE,0.8333333333333334
51,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,TJR622,TRUE,0.8333333333333334
52,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,VCT813,TRUE,0.8333333333333334
53,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,VGJ772,TRUE,0.8333333333333334
54,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,HMN890,TRUE,0.8333333333333334
55,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,YNI559,TRUE,0.8333333333333334
56,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,HRK536,TRUE,0.8333333333333334
57,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,HYC834,TRUE,0.8333333333333334
58,банке,банк,S,NOUN,"S,муж,неод=пр,ед",У моего отца был счёт в швейцарском,банке,банк,NOUN,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,"{'NOUN', 'Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing'}","{'Animacy=Inan', 'Gender=Masc', 'Number=Sing', 'Case=Loc'}","['Animacy=Inan', 'Case=Loc', 'Gender=Masc', 'Number=Sing']",1,1,1,18,8,GLB740,TRUE,0.8333333333333334
